EURUSD_date,DEbond_date,USbond_date,EUR_open,EUR_close,EUR_delta,USbond_open,USbond_close,USbond_delta,DEbond_open,DEbond_close,DEbond_delta
9/18/2009,9/25/2009,9/25/2009,1.46,1.47,-0.01,3.46,3.33,0.13,3.37,3.26,0.12
9/25/2009,10/2/2009,10/2/2009,1.47,1.47,0.00,3.33,3.22,0.11,3.23,3.12,0.11
10/2/2009,10/9/2009,10/9/2009,1.47,1.46,0.01,3.20,3.38,-0.18,3.13,3.20,-0.08
10/9/2009,10/16/2009,10/16/2009,1.46,1.47,-0.01,3.34,3.42,-0.08,3.20,3.29,-0.08
10/16/2009,10/23/2009,10/23/2009,1.47,1.49,-0.02,3.42,3.48,-0.06,3.29,3.35,-0.06
10/23/2009,10/30/2009,10/30/2009,1.49,1.50,-0.01,3.50,3.39,0.10,3.36,3.23,0.13
10/30/2009,11/6/2009,11/6/2009,1.50,1.47,0.03,3.40,3.50,-0.10,3.22,3.36,-0.14
11/6/2009,11/13/2009,11/13/2009,1.47,1.48,-0.01,3.52,3.43,0.09,3.37,3.38,-0.01
11/13/2009,11/20/2009,11/20/2009,1.49,1.49,0.00,3.40,3.36,0.04,3.38,3.25,0.13
11/20/2009,11/27/2009,11/27/2009,1.49,1.49,0.01,3.39,3.21,0.18,3.26,3.17,0.09
11/27/2009,12/4/2009,12/4/2009,1.48,1.50,-0.01,3.24,3.48,-0.25,3.17,3.24,-0.07
12/4/2009,12/11/2009,12/11/2009,1.50,1.49,0.02,3.45,3.54,-0.09,3.23,3.21,0.02
12/11/2009,12/18/2009,12/18/2009,1.49,1.46,0.03,3.54,3.55,-0.01,3.20,3.14,0.06
12/18/2009,12/25/2009,12/25/2009,1.46,1.43,0.03,3.59,3.81,-0.22,3.14,3.32,-0.18
12/25/2009,1/1/2010,1/1/2010,1.43,1.44,-0.01,3.85,3.84,0.01,3.32,3.39,-0.06
1/1/2010,1/8/2010,1/8/2010,1.44,1.43,0.00,3.86,3.81,0.05,3.41,3.39,0.03
1/8/2010,1/15/2010,1/15/2010,1.43,1.44,-0.01,3.85,3.68,0.17,3.38,3.26,0.12
1/15/2010,1/22/2010,1/22/2010,1.44,1.44,0.00,3.69,3.60,0.09,3.26,3.22,0.04
1/22/2010,1/29/2010,1/29/2010,1.43,1.41,0.02,3.64,3.61,0.03,3.22,3.20,0.02
1/29/2010,2/5/2010,2/5/2010,1.42,1.39,0.03,3.63,3.55,0.09,3.18,3.12,0.05
2/5/2010,2/12/2010,2/12/2010,1.39,1.37,0.02,3.58,3.69,-0.12,3.11,3.19,-0.08
2/12/2010,2/19/2010,2/19/2010,1.37,1.36,0.00,3.72,3.78,-0.07,3.21,3.29,-0.08
2/19/2010,2/26/2010,2/26/2010,1.36,1.36,0.00,3.79,3.60,0.19,3.28,3.10,0.18
2/26/2010,3/5/2010,3/5/2010,1.36,1.36,0.00,3.62,3.68,-0.06,3.11,3.16,-0.04
3/5/2010,3/12/2010,3/12/2010,1.36,1.36,0.00,3.72,3.71,0.01,3.15,3.17,-0.02
3/12/2010,3/19/2010,3/19/2010,1.36,1.38,-0.01,3.70,3.69,0.01,3.17,3.11,0.06
3/19/2010,3/26/2010,3/26/2010,1.38,1.35,0.02,3.69,3.86,-0.17,3.11,3.15,-0.04
3/26/2010,4/2/2010,4/2/2010,1.35,1.34,0.01,3.87,3.86,0.02,3.16,3.09,0.07
4/2/2010,4/9/2010,4/9/2010,1.35,1.35,0.00,3.96,3.89,0.08,3.10,3.17,-0.06
4/9/2010,4/16/2010,4/16/2010,1.35,1.35,0.00,3.90,3.77,0.13,3.18,3.08,0.09
4/16/2010,4/23/2010,4/23/2010,1.36,1.35,0.01,3.77,3.82,-0.05,3.07,3.06,0.01
4/23/2010,4/30/2010,4/30/2010,1.35,1.34,0.01,3.80,3.66,0.13,3.06,3.02,0.05
4/30/2010,5/7/2010,5/7/2010,1.33,1.33,0.01,3.70,3.43,0.27,3.02,2.80,0.22
5/7/2010,5/14/2010,5/14/2010,1.33,1.27,0.06,3.58,3.44,0.13,2.92,2.86,0.06
5/14/2010,5/21/2010,5/21/2010,1.29,1.24,0.06,3.46,3.20,0.25,2.82,2.67,0.16
5/21/2010,5/28/2010,5/28/2010,1.23,1.26,-0.02,3.19,3.30,-0.11,2.68,2.68,0.00
5/28/2010,6/4/2010,6/4/2010,1.25,1.23,0.03,3.26,3.20,0.06,2.68,2.58,0.09
6/4/2010,6/11/2010,6/11/2010,1.23,1.20,0.03,3.23,3.22,0.01,2.57,2.57,0.00
6/11/2010,6/18/2010,6/18/2010,1.20,1.21,-0.02,3.30,3.22,0.07,2.58,2.73,-0.15
6/18/2010,6/25/2010,6/25/2010,1.21,1.24,-0.03,3.30,3.11,0.18,2.75,2.61,0.14
6/25/2010,7/2/2010,7/2/2010,1.24,1.24,0.01,3.09,2.98,0.11,2.61,2.58,0.03
7/2/2010,7/9/2010,7/9/2010,1.24,1.26,-0.02,2.97,3.06,-0.09,2.57,2.63,-0.06
7/9/2010,7/16/2010,7/16/2010,1.26,1.26,-0.01,3.04,2.94,0.10,2.63,2.61,0.03
7/16/2010,7/23/2010,7/23/2010,1.26,1.29,-0.03,2.95,2.99,-0.04,2.63,2.71,-0.07
7/23/2010,7/30/2010,7/30/2010,1.29,1.29,0.00,2.99,2.91,0.08,2.74,2.67,0.07
7/30/2010,8/6/2010,8/6/2010,1.29,1.30,-0.02,2.93,2.82,0.11,2.67,2.52,0.15
8/6/2010,8/13/2010,8/13/2010,1.31,1.33,-0.02,2.82,2.69,0.13,2.51,2.39,0.12
8/13/2010,8/20/2010,8/20/2010,1.33,1.28,0.05,2.62,2.61,0.01,2.38,2.27,0.11
8/20/2010,8/27/2010,8/27/2010,1.28,1.27,0.01,2.63,2.65,-0.02,2.28,2.20,0.08
8/27/2010,9/3/2010,9/3/2010,1.27,1.28,-0.01,2.60,2.71,-0.11,2.20,2.35,-0.15
9/3/2010,9/10/2010,9/10/2010,1.28,1.29,-0.01,2.65,2.80,-0.15,2.36,2.40,-0.04
9/10/2010,9/17/2010,9/17/2010,1.29,1.27,0.02,2.83,2.75,0.08,2.43,2.43,0.00
9/17/2010,9/24/2010,9/24/2010,1.27,1.31,-0.03,2.73,2.61,0.12,2.45,2.34,0.11
9/24/2010,10/1/2010,10/1/2010,1.31,1.35,-0.04,2.55,2.53,0.03,2.34,2.29,0.06
10/1/2010,10/8/2010,10/8/2010,1.35,1.38,-0.03,2.49,2.38,0.11,2.28,2.25,0.03
10/8/2010,10/15/2010,10/15/2010,1.38,1.39,-0.02,2.36,2.58,-0.22,2.26,2.37,-0.11
10/15/2010,10/22/2010,10/22/2010,1.40,1.40,0.00,2.53,2.56,-0.03,2.38,2.47,-0.09
10/22/2010,10/29/2010,10/29/2010,1.40,1.40,0.00,2.53,2.61,-0.08,2.46,2.52,-0.06
10/29/2010,11/5/2010,11/5/2010,1.40,1.39,0.00,2.59,2.54,0.05,2.52,2.42,0.10
11/5/2010,11/12/2010,11/12/2010,1.40,1.40,-0.01,2.54,2.76,-0.22,2.42,2.51,-0.10
11/12/2010,11/19/2010,11/19/2010,1.41,1.37,0.04,2.89,2.88,0.02,2.56,2.70,-0.14
11/19/2010,11/26/2010,11/26/2010,1.37,1.37,0.00,2.84,2.86,-0.02,2.73,2.73,-0.01
11/26/2010,12/3/2010,12/3/2010,1.37,1.32,0.05,2.84,3.02,-0.18,2.74,2.86,-0.12
12/3/2010,12/10/2010,12/10/2010,1.33,1.34,-0.01,2.97,3.30,-0.33,2.85,2.95,-0.11
12/10/2010,12/17/2010,12/17/2010,1.34,1.32,0.02,3.37,3.33,0.04,2.99,3.03,-0.04
12/17/2010,12/24/2010,12/24/2010,1.32,1.32,0.00,3.29,3.39,-0.10,2.98,2.98,0.00
12/24/2010,12/31/2010,12/31/2010,1.32,1.31,0.01,3.42,3.31,0.12,2.99,2.96,0.03
12/31/2010,1/7/2011,1/7/2011,1.31,1.34,-0.03,3.38,3.33,0.05,2.97,2.87,0.10
1/7/2011,1/14/2011,1/14/2011,1.33,1.29,0.04,3.31,3.33,-0.02,2.87,3.03,-0.16
1/14/2011,1/21/2011,1/21/2011,1.29,1.34,-0.05,3.29,3.42,-0.13,3.05,3.18,-0.13
1/21/2011,1/28/2011,1/28/2011,1.34,1.36,-0.03,3.41,3.33,0.08,3.18,3.15,0.03
1/28/2011,2/4/2011,2/4/2011,1.36,1.36,0.00,3.36,3.65,-0.29,3.16,3.26,-0.10
2/4/2011,2/11/2011,2/11/2011,1.36,1.36,0.00,3.67,3.65,0.02,3.27,3.29,-0.02
2/11/2011,2/18/2011,2/18/2011,1.36,1.36,0.00,3.65,3.59,0.06,3.30,3.25,0.04
2/18/2011,2/25/2011,2/25/2011,1.35,1.37,-0.02,3.53,3.43,0.10,3.26,3.15,0.11
2/25/2011,3/4/2011,3/4/2011,1.37,1.37,-0.01,3.43,3.49,-0.07,3.14,3.27,-0.13
3/4/2011,3/11/2011,3/11/2011,1.37,1.40,-0.02,3.53,3.39,0.13,3.27,3.21,0.05
3/11/2011,3/18/2011,3/18/2011,1.40,1.39,0.01,3.39,3.28,0.11,3.21,3.19,0.02
3/18/2011,3/25/2011,3/25/2011,1.40,1.42,-0.02,3.31,3.44,-0.14,3.20,3.28,-0.08
3/25/2011,4/1/2011,4/1/2011,1.42,1.41,0.01,3.47,3.45,0.02,3.29,3.37,-0.08
4/1/2011,4/8/2011,4/8/2011,1.40,1.42,-0.02,3.44,3.60,-0.16,3.37,3.48,-0.11
4/8/2011,4/15/2011,4/15/2011,1.42,1.45,-0.03,3.60,3.41,0.19,3.49,3.38,0.11
4/15/2011,4/22/2011,4/22/2011,1.45,1.44,0.00,3.37,3.40,-0.03,3.38,3.26,0.12
4/22/2011,4/29/2011,4/29/2011,1.44,1.46,-0.01,3.39,3.30,0.09,3.26,3.24,0.02
4/29/2011,5/6/2011,5/6/2011,1.46,1.48,-0.02,3.31,3.16,0.15,3.25,3.17,0.08
5/6/2011,5/13/2011,5/13/2011,1.48,1.43,0.05,3.18,3.19,-0.01,3.17,3.08,0.10
5/13/2011,5/20/2011,5/20/2011,1.44,1.41,0.02,3.17,3.15,0.02,3.08,3.06,0.02
5/20/2011,5/27/2011,5/27/2011,1.41,1.42,-0.01,3.10,3.06,0.03,3.07,2.99,0.08
5/27/2011,6/3/2011,6/3/2011,1.41,1.43,-0.02,3.09,3.00,0.09,2.99,3.06,-0.07
6/3/2011,6/10/2011,6/10/2011,1.43,1.46,-0.03,3.00,2.97,0.03,3.05,2.96,0.09
6/10/2011,6/17/2011,6/17/2011,1.46,1.43,0.03,2.99,2.94,0.05,2.96,2.96,0.00
6/17/2011,6/24/2011,6/24/2011,1.43,1.43,0.00,2.90,2.87,0.03,2.95,2.83,0.11
6/24/2011,7/1/2011,7/1/2011,1.43,1.42,0.01,2.88,3.20,-0.32,2.83,3.03,-0.20
7/1/2011,7/8/2011,7/8/2011,1.42,1.45,-0.03,3.15,3.02,0.13,3.03,2.83,0.20
7/8/2011,7/15/2011,7/15/2011,1.45,1.43,0.03,2.95,2.91,0.04,2.83,2.70,0.13
7/15/2011,7/22/2011,7/22/2011,1.42,1.42,0.01,2.88,2.96,-0.09,2.69,2.83,-0.14
7/22/2011,7/29/2011,7/29/2011,1.41,1.44,-0.02,2.96,2.81,0.16,2.83,2.54,0.29
7/29/2011,8/5/2011,8/5/2011,1.44,1.44,0.00,2.79,2.56,0.23,2.55,2.35,0.20
8/5/2011,8/12/2011,8/12/2011,1.44,1.43,0.01,2.50,2.24,0.26,2.43,2.33,0.09
8/12/2011,8/19/2011,8/19/2011,1.44,1.43,0.01,2.27,2.07,0.20,2.32,2.11,0.21
8/19/2011,8/26/2011,8/26/2011,1.43,1.44,-0.01,2.12,2.19,-0.07,2.10,2.16,-0.05
8/26/2011,9/2/2011,9/2/2011,1.44,1.45,-0.01,2.23,2.00,0.23,2.15,2.01,0.14
9/2/2011,9/9/2011,9/9/2011,1.45,1.42,0.03,1.95,1.92,0.03,2.01,1.77,0.24
9/9/2011,9/16/2011,9/16/2011,1.42,1.37,0.05,1.90,2.08,-0.18,1.78,1.86,-0.08
9/16/2011,9/23/2011,9/23/2011,1.36,1.38,-0.02,1.99,1.81,0.18,1.87,1.75,0.12
9/23/2011,9/30/2011,9/30/2011,1.37,1.35,0.02,1.85,1.92,-0.07,1.76,1.89,-0.13
9/30/2011,10/7/2011,10/7/2011,1.35,1.34,0.01,1.88,2.07,-0.19,1.89,2.00,-0.12
10/7/2011,10/14/2011,10/14/2011,1.33,1.34,0.00,2.08,2.23,-0.16,1.98,2.20,-0.22
10/14/2011,10/21/2011,10/21/2011,1.34,1.39,-0.05,2.23,2.20,0.03,2.22,2.11,0.11
10/21/2011,10/28/2011,10/28/2011,1.39,1.39,0.00,2.18,2.31,-0.12,2.11,2.18,-0.07
10/28/2011,11/4/2011,11/4/2011,1.39,1.41,-0.03,2.24,2.05,0.19,2.20,1.82,0.38
11/4/2011,11/11/2011,11/11/2011,1.41,1.38,0.04,2.03,2.06,-0.03,1.82,1.89,-0.07
11/11/2011,11/18/2011,11/18/2011,1.38,1.38,0.01,2.10,2.01,0.08,1.89,1.97,-0.08
11/18/2011,11/25/2011,11/25/2011,1.38,1.35,0.03,1.96,1.97,-0.01,1.98,2.26,-0.29
11/25/2011,12/2/2011,12/2/2011,1.35,1.32,0.03,2.06,2.04,0.02,2.27,2.14,0.14
12/2/2011,12/9/2011,12/9/2011,1.33,1.34,-0.01,2.08,2.05,0.03,2.16,2.15,0.01
12/9/2011,12/16/2011,12/16/2011,1.34,1.34,0.00,2.03,1.85,0.17,2.16,1.85,0.31
12/16/2011,12/23/2011,12/23/2011,1.34,1.30,0.03,1.86,2.03,-0.17,1.86,1.96,-0.10
12/23/2011,12/30/2011,12/30/2011,1.30,1.30,0.00,2.03,1.87,0.16,1.93,1.83,0.10
12/30/2011,1/6/2012,1/6/2012,1.30,1.30,0.01,1.95,1.96,-0.01,1.83,1.85,-0.03
1/6/2012,1/13/2012,1/13/2012,1.29,1.27,0.02,1.98,1.85,0.12,1.85,1.77,0.08
1/13/2012,1/20/2012,1/20/2012,1.27,1.27,0.00,1.90,2.03,-0.13,1.76,1.93,-0.17
1/20/2012,1/27/2012,1/27/2012,1.26,1.29,-0.03,2.06,1.90,0.16,1.91,1.86,0.05
1/27/2012,2/3/2012,2/3/2012,1.29,1.32,-0.03,1.84,1.95,-0.11,1.82,1.93,-0.11
2/3/2012,2/10/2012,2/10/2012,1.32,1.32,0.01,1.92,1.97,-0.05,1.90,1.91,0.00
2/10/2012,2/17/2012,2/17/2012,1.31,1.32,-0.01,2.00,2.01,-0.01,1.93,1.93,0.00
2/17/2012,2/24/2012,2/24/2012,1.32,1.31,0.01,2.02,1.98,0.05,1.96,1.88,0.08
2/24/2012,3/2/2012,3/2/2012,1.32,1.35,-0.02,1.94,1.99,-0.05,1.88,1.80,0.08
3/2/2012,3/9/2012,3/9/2012,1.35,1.32,0.03,1.99,2.04,-0.04,1.82,1.79,0.03
3/9/2012,3/16/2012,3/16/2012,1.32,1.31,0.01,2.00,2.30,-0.29,1.79,2.05,-0.26
3/16/2012,3/23/2012,3/23/2012,1.31,1.32,-0.01,2.27,2.24,0.04,2.05,1.87,0.18
3/23/2012,3/30/2012,3/30/2012,1.32,1.33,-0.01,2.27,2.22,0.05,1.87,1.79,0.08
3/30/2012,4/6/2012,4/6/2012,1.33,1.33,-0.01,2.20,2.18,0.03,1.85,1.74,0.12
4/6/2012,4/13/2012,4/13/2012,1.34,1.31,0.03,2.03,2.00,0.03,1.68,1.74,-0.06
4/13/2012,4/20/2012,4/20/2012,1.31,1.31,0.00,1.97,1.97,0.00,1.72,1.71,0.01
4/20/2012,4/27/2012,4/27/2012,1.31,1.32,-0.01,1.92,1.93,-0.01,1.70,1.70,0.00
4/27/2012,5/4/2012,5/4/2012,1.32,1.33,-0.01,1.92,1.88,0.04,1.70,1.58,0.12
5/4/2012,5/11/2012,5/11/2012,1.32,1.31,0.02,1.87,1.84,0.03,1.56,1.52,0.04
5/11/2012,5/18/2012,5/18/2012,1.30,1.29,0.01,1.78,1.70,0.08,1.50,1.43,0.07
5/18/2012,5/25/2012,5/25/2012,1.29,1.28,0.01,1.74,1.75,-0.01,1.44,1.37,0.07
5/25/2012,6/1/2012,6/1/2012,1.28,1.25,0.03,1.73,1.47,0.26,1.41,1.17,0.24
6/1/2012,6/8/2012,6/8/2012,1.26,1.24,0.01,1.50,1.64,-0.14,1.18,1.33,-0.15
6/8/2012,6/15/2012,6/15/2012,1.24,1.25,-0.01,1.63,1.59,0.05,1.42,1.44,-0.01
6/15/2012,6/22/2012,6/22/2012,1.27,1.27,0.00,1.57,1.67,-0.10,1.54,1.58,-0.04
6/22/2012,6/29/2012,6/29/2012,1.27,1.26,0.02,1.63,1.66,-0.03,1.58,1.58,0.00
6/29/2012,7/6/2012,7/6/2012,1.26,1.27,-0.01,1.64,1.54,0.10,1.60,1.33,0.27
7/6/2012,7/13/2012,7/13/2012,1.27,1.23,0.04,1.52,1.50,0.02,1.34,1.26,0.08
7/13/2012,7/20/2012,7/20/2012,1.23,1.22,0.00,1.48,1.46,0.02,1.26,1.17,0.10
7/20/2012,7/27/2012,7/27/2012,1.23,1.22,0.01,1.40,1.56,-0.16,1.15,1.40,-0.25
7/27/2012,8/3/2012,8/3/2012,1.21,1.23,-0.02,1.54,1.58,-0.04,1.42,1.42,-0.01
8/3/2012,8/10/2012,8/10/2012,1.23,1.24,-0.01,1.56,1.65,-0.09,1.43,1.39,0.04
8/10/2012,8/17/2012,8/17/2012,1.24,1.23,0.01,1.66,1.82,-0.16,1.39,1.50,-0.11
8/17/2012,8/24/2012,8/24/2012,1.23,1.23,0.00,1.84,1.68,0.16,1.52,1.36,0.17
8/24/2012,8/31/2012,8/31/2012,1.23,1.25,-0.02,1.68,1.56,0.12,1.35,1.33,0.01
8/31/2012,9/7/2012,9/7/2012,1.25,1.26,-0.01,1.57,1.66,-0.10,1.33,1.52,-0.19
9/7/2012,9/14/2012,9/14/2012,1.26,1.28,-0.02,1.68,1.87,-0.19,1.52,1.71,-0.19
9/14/2012,9/21/2012,9/21/2012,1.28,1.31,-0.03,1.85,1.76,0.09,1.72,1.60,0.12
9/21/2012,9/28/2012,9/28/2012,1.31,1.30,0.01,1.73,1.64,0.09,1.56,1.44,0.12
9/28/2012,10/5/2012,10/5/2012,1.30,1.29,0.01,1.62,1.73,-0.11,1.44,1.52,-0.08
10/5/2012,10/12/2012,10/12/2012,1.28,1.30,-0.02,1.72,1.66,0.06,1.48,1.45,0.04
10/12/2012,10/19/2012,10/19/2012,1.30,1.30,0.01,1.68,1.77,-0.09,1.45,1.60,-0.14
10/19/2012,10/26/2012,10/26/2012,1.30,1.30,-0.01,1.80,1.75,0.05,1.60,1.54,0.06
10/26/2012,11/2/2012,11/2/2012,1.30,1.29,0.01,1.73,1.73,0.00,1.51,1.45,0.06
11/2/2012,11/9/2012,11/9/2012,1.29,1.28,0.01,1.69,1.61,0.08,1.44,1.35,0.09
11/9/2012,11/16/2012,11/16/2012,1.28,1.27,0.01,1.60,1.57,0.03,1.35,1.34,0.01
11/16/2012,11/23/2012,11/23/2012,1.27,1.27,0.00,1.61,1.69,-0.08,1.34,1.44,-0.10
11/23/2012,11/30/2012,11/30/2012,1.27,1.30,-0.02,1.66,1.61,0.06,1.43,1.39,0.05
11/30/2012,12/7/2012,12/7/2012,1.30,1.30,0.00,1.64,1.63,0.02,1.37,1.30,0.08
12/7/2012,12/14/2012,12/14/2012,1.30,1.29,0.01,1.61,1.71,-0.10,1.28,1.35,-0.07
12/14/2012,12/21/2012,12/21/2012,1.29,1.32,-0.03,1.71,1.75,-0.05,1.38,1.38,0.01
12/21/2012,12/28/2012,12/28/2012,1.32,1.32,0.00,1.77,1.71,0.06,1.38,1.31,0.07
12/28/2012,1/4/2013,1/4/2013,1.32,1.32,0.00,1.70,1.92,-0.22,1.38,1.54,-0.16
1/4/2013,1/11/2013,1/11/2013,1.32,1.31,0.01,1.90,1.88,0.03,1.53,1.58,-0.06
1/11/2013,1/18/2013,1/18/2013,1.31,1.33,-0.03,1.84,1.84,-0.01,1.57,1.56,0.02
1/18/2013,1/25/2013,1/25/2013,1.34,1.33,0.00,1.87,1.95,-0.08,1.57,1.64,-0.07
1/25/2013,2/1/2013,2/1/2013,1.33,1.35,-0.01,1.96,2.01,-0.05,1.67,1.67,0.00
2/1/2013,2/8/2013,2/8/2013,1.35,1.36,-0.02,2.00,1.95,0.05,1.72,1.61,0.10
2/8/2013,2/15/2013,2/15/2013,1.36,1.34,0.03,1.97,2.01,-0.04,1.59,1.65,-0.06
2/15/2013,2/22/2013,2/22/2013,1.34,1.34,0.00,2.01,1.97,0.04,1.64,1.57,0.07
2/22/2013,3/1/2013,3/1/2013,1.33,1.32,0.02,1.98,1.85,0.13,1.57,1.41,0.16
3/1/2013,3/8/2013,3/8/2013,1.32,1.30,0.02,1.84,2.06,-0.22,1.40,1.53,-0.13
3/8/2013,3/15/2013,3/15/2013,1.30,1.30,0.00,2.04,2.00,0.05,1.51,1.46,0.05
3/15/2013,3/22/2013,3/22/2013,1.30,1.31,-0.01,1.95,1.92,0.04,1.38,1.38,0.00
3/22/2013,3/29/2013,3/29/2013,1.29,1.30,-0.01,1.97,1.85,0.11,1.40,1.29,0.11
3/29/2013,4/5/2013,4/5/2013,1.30,1.28,0.02,1.88,1.69,0.19,1.28,1.22,0.06
4/5/2013,4/12/2013,4/12/2013,1.28,1.30,-0.02,1.72,1.72,0.00,1.22,1.26,-0.04
4/12/2013,4/19/2013,4/19/2013,1.30,1.31,-0.01,1.71,1.70,0.01,1.27,1.25,0.01
4/19/2013,4/26/2013,4/26/2013,1.31,1.31,0.01,1.72,1.66,0.05,1.26,1.21,0.05
4/26/2013,5/3/2013,5/3/2013,1.31,1.30,0.00,1.66,1.75,-0.09,1.22,1.24,-0.02
5/3/2013,5/10/2013,5/10/2013,1.31,1.31,-0.01,1.75,1.90,-0.15,1.24,1.38,-0.14
5/10/2013,5/17/2013,5/17/2013,1.31,1.30,0.01,1.92,1.95,-0.03,1.37,1.33,0.04
5/17/2013,5/24/2013,5/24/2013,1.30,1.28,0.02,1.94,2.01,-0.08,1.36,1.43,-0.07
5/24/2013,5/31/2013,5/31/2013,1.28,1.29,-0.01,2.04,2.16,-0.12,1.43,1.51,-0.08
5/31/2013,6/7/2013,6/7/2013,1.29,1.30,-0.01,2.17,2.16,0.01,1.51,1.55,-0.04
6/7/2013,6/14/2013,6/14/2013,1.30,1.32,-0.02,2.19,2.13,0.06,1.55,1.52,0.03
6/14/2013,6/21/2013,6/21/2013,1.32,1.33,-0.01,2.12,2.51,-0.40,1.54,1.73,-0.19
6/21/2013,6/28/2013,6/28/2013,1.33,1.31,0.02,2.65,2.48,0.17,1.78,1.73,0.04
6/28/2013,7/5/2013,7/5/2013,1.31,1.30,0.01,2.52,2.72,-0.19,1.74,1.72,0.02
7/5/2013,7/12/2013,7/12/2013,1.30,1.28,0.02,2.72,2.60,0.12,1.70,1.56,0.14
7/12/2013,7/19/2013,7/19/2013,1.28,1.31,-0.03,2.64,2.49,0.14,1.56,1.52,0.03
