Date,jp_w_i_delta,uk_w_i_delta,au_w_i_delta,de_w_i_delta,ca_w_i_delta,nz_w_i_delta,usdjpy_w_delta,usdcad_w_delta,nzdusd_w_delta,gbpusd_w_delta,eurusd_w_delta,audusd_w_delta
30-Nov-03,-0.115,0.141,0.015,0.114,-0.045,0.09,-0.06,-0.011,-0.003,-0.0179,-0.0124,-0.0059
23-Nov-03,0.005,-0.057,-0.1,-0.132,-0.078,-0.1,1.94,-0.005,-0.006,-0.0064,-0.017,-0.0122
16-Nov-03,0.02,-0.01,0.05,0.043,0.098,0.065,-0.86,0.003,0.003,-0.0191,-0.0081,-0.0007
9-Nov-03,0.185,0.112,0.02,0.132,0.185,0.02,-0.43,-0.001,-0.011,-0.0156,-0.0133,-0.0033
2-Nov-03,-0.075,-0.072,-0.17,-0.17,-0.171,-0.07,1,0.02,-0.015,-0.0133,-0.0245,-0.0116
26-Oct-03,-0.1,-0.039,-0.11,-0.067,-0.059,-0.08,0.58,-0.003,-0.003,0.0213,0.0049,-0.0004
19-Oct-03,0.065,-0.061,0.13,0.065,0.135,0.06,-0.77,-0.013,-0.004,-0.0004,0.0199,-0.0092
12-Oct-03,-0.075,-0.173,-0.15,-0.121,-0.107,-0.1,0.17,0.008,-0.013,-0.0167,-0.0099,-0.0069
5-Oct-03,0.04,0.005,-0.3,0.016,-0.071,-0.27,-0.66,0.006,0.004,-0.0138,0.0115,-0.0007
28-Sep-03,0.01,-0.214,0.04,-0.186,-0.174,0.02,2.25,0.023,-0.008,-0.0009,-0.022,-0.0122
21-Sep-03,-0.01,0.095,0.15,0.126,0.188,0.11,0.7,0.009,-0.003,-0.0052,-0.0105,-0.0056
14-Sep-03,0.14,-0.071,0.08,-0.005,0.033,0.12,2.49,-0.005,0.002,-0.0226,-0.0093,-0.0016
7-Sep-03,-0.095,0.143,0,0.157,0.026,0.06,3.21,0.016,-0.009,-0.0332,-0.009,-0.0086
31-Aug-03,0.02,-0.09,-0.11,-0.122,0.055,-0.14,-0.53,0.006,-0.007,-0.0143,-0.0184,-0.0158
24-Aug-03,-0.105,-0.012,0.07,-0.004,0.02,0,0.13,0.016,0.002,-0.0111,-0.0127,-0.0001
17-Aug-03,-0.255,-0.031,0.03,-0.022,0.104,0,0.58,0.014,0.007,-0.0028,-0.0093,0.0046
10-Aug-03,-0.225,-0.212,-0.19,-0.151,-0.192,-0.15,1.69,-0.014,0.005,0.0223,0.0372,0.0078
3-Aug-03,0.09,0.187,0.14,0.181,0.036,0.06,-0.03,0.005,-0.009,0.006,0.0049,-0.0068
27-Jul-03,0,-0.178,-0.15,-0.179,-0.128,-0.21,0.98,0.007,0.003,0.0079,-0.0034,-0.0016
20-Jul-03,-0.005,0.007,-0.09,0.024,-0.028,-0.07,-1.42,-0.018,0.004,0.009,0.0238,0.0119
13-Jul-03,0.025,-0.147,-0.25,-0.127,-0.044,-0.19,-0.18,0.026,-0.015,-0.0286,-0.0242,-0.0163
6-Jul-03,0.07,0.056,0.07,0.019,-0.109,0.05,-0.64,-0.03,0.019,0.0396,0.0018,0.0131
29-Jun-03,-0.325,-0.065,-0.09,-0.074,-0.034,-0.07,0.12,-0.038,0.004,0.0366,0.0205,0.0178
22-Jun-03,-0.135,-0.149,-0.21,-0.188,-0.158,-0.17,1.61,0.009,-0.013,-0.0181,-0.0056,-0.0104
15-Jun-03,-0.145,-0.205,-0.21,-0.21,-0.311,-0.15,-1.31,0.012,0.001,0.0149,0.0173,0.0004
8-Jun-03,0.06,0.195,0.19,0.2,0.27,0.26,-0.9,-0.027,-0.003,0.0079,0.0253,0.0004
1-Jun-03,0.025,0.012,0.07,0.018,0.108,0.06,1.25,0.025,-0.003,-0.0099,-0.0163,-0.0101
25-May-03,0.04,-0.084,0,-0.048,0.035,0.05,0.63,0.008,0,-0.0259,0.0087,-0.0042
18-May-03,0.005,0.15,0.23,0.185,0.25,0.2,-2.41,0.007,0.007,-0.0007,0.0051,0.0061
11-May-03,0.005,0.102,0,0.104,0.145,0.1,-0.78,-0.008,-0.003,-0.0141,-0.0246,-0.0067
4-May-03,0.03,0.114,0.11,0.143,0.115,0.09,1.29,0.028,-0.005,-0.0164,-0.0105,-0.0089
27-Apr-03,0.01,0,0.11,0.03,-0.022,0.09,1.65,0.027,-0.012,-0.0015,-0.0256,-0.013
20-Apr-03,0.01,0.065,-0.03,0.092,0.126,0.03,1.17,0.027,-0.01,-0.0124,-0.0197,-0.0154
13-Apr-03,0.05,0.047,0,-0.012,0.035,0.04,-0.37,0.004,0.002,-0.0208,-0.016,-0.0019
6-Apr-03,0.02,-0.022,0.14,0.009,0.069,0.1,0.7,0.002,-0.011,0.0015,-0.0127,-0.0092
30-Mar-03,0.045,-0.061,-0.02,-0.065,-0.046,0.02,-0.56,0.02,-0.005,-0.011,-0.0017,-0.0043
23-Mar-03,0,0.128,0.16,0.151,0.108,0.1,-0.18,0,0.01,0.0123,0.0052,-0.0001
16-Mar-03,0,-0.248,-0.24,-0.287,-0.3,-0.25,1.66,0.023,-0.001,-0.0103,-0.0248,-0.0101
9-Mar-03,0.005,-0.202,-0.19,-0.143,-0.069,-0.21,-3.21,-0.021,0.002,0.0205,0.0207,0.0081
2-Mar-03,0.03,0.111,-0.07,0.062,0.087,0.01,-1.17,-0.008,0.01,0.0193,0.0267,0.0145
23-Feb-03,0.05,0.017,0.06,0.007,0.101,0.11,1.05,0.017,-0.002,-0.0291,-0.021,-0.0045
16-Feb-03,0.005,0.013,0.03,0.06,-0.001,0.03,0.59,0.021,-0.002,0.0058,-0.003,-0.0116
9-Feb-03,0.005,0.008,-0.04,0.027,-0.001,-0.02,1.59,0.018,-0.005,0.0348,0.0023,-0.005
2-Feb-03,-0.04,0.074,0.06,0.068,-0.02,0.13,0.01,-0.002,-0.003,0.0171,0.0034,-0.002
26-Jan-03,0.005,-0.045,-0.01,-0.052,-0.08,0.03,-0.44,0.001,-0.004,0.0164,-0.0056,-0.0027
19-Jan-03,0.025,0.122,0.15,0.168,-0.004,0.15,-2.07,-0.002,0.004,-0.015,0.0052,0.0045
12-Jan-03,0.04,0.073,0.07,0.084,0.054,0.04,-0.06,0.017,0.003,-0.0189,-0.0152,-0.0001
5-Jan-03,0.03,0.053,-0.01,0.048,-0.031,0,1.53,0.009,-0.014,-0.006,-0.0093,-0.0078
29-Dec-02,0.01,-0.085,-0.23,-0.107,-0.155,-0.04,0.45,0.019,-0.01,0.0015,-0.0153,-0.0166
22-Dec-02,0.03,0.092,0.06,0.093,0.109,0,0.18,0.005,-0.009,-0.0055,0.0015,-0.006
15-Dec-02,0.06,0.032,0.16,0.03,0.096,0.16,0.5,-0.019,-0.003,-0.0014,-0.0169,0.0017
8-Dec-02,0.01,0.056,0.16,0.091,0.034,0.02,0.06,0.01,-0.002,-0.0131,-0.0035,0.0026
1-Dec-02,-0.015,0.098,0.17,0.075,0.094,0.08,3.05,0.005,-0.011,-0.013,-0.0135,-0.0047
24-Nov-02,0.03,-0.042,-0.1,0.023,0.014,-0.03,-0.97,0,-0.005,-0.0193,-0.0153,-0.0005
17-Nov-02,-0.02,-0.08,-0.16,-0.054,-0.062,-0.16,0.29,0.013,0.006,0.0231,0.0024,0.0031
10-Nov-02,-0.01,-0.014,0.04,0.001,-0.079,-0.01,-2.34,0.006,-0.004,0,0.0125,-0.0001
3-Nov-02,-0.02,0.061,-0.01,0.098,0.06,-0.01,-0.72,-0.02,-0.004,0.0114,0.0035,0.0011
27-Oct-02,0.095,0.058,0.35,0.036,0.186,0.25,2.38,-0.006,-0.005,-0.0278,-0.0161,-0.0056
20-Oct-02,0.015,0.015,0.08,0.008,-0.001,0.03,2.2,0.011,-0.005,-0.0131,-0.0211,-0.0036
13-Oct-02,0.01,-0.141,-0.38,-0.157,-0.208,-0.29,1.15,0.005,-0.006,-0.0048,-0.0039,-0.0055
6-Oct-02,0.06,-0.036,-0.04,-0.083,-0.055,-0.03,-1.44,0.013,0,0.0158,0.0157,-0.0011
29-Sep-02,0.06,-0.053,-0.03,-0.02,-0.088,-0.06,-0.82,0.006,-0.003,0.0039,-0.0082,-0.0021
22-Sep-02,0.075,-0.024,-0.05,0.016,-0.056,0.01,-0.75,-0.014,-0.008,-0.0048,0.0014,-0.0034
15-Sep-02,-0.26,0.072,0.04,0.062,0.02,0.08,0.87,-0.006,0,-0.0062,0.0016,0.0025
8-Sep-02,0.095,-0.042,-0.12,-0.008,0.074,-0.09,-1.71,0.007,0.004,-0.0037,-0.0111,0.0043
1-Sep-02,0.05,0.171,0.37,0.153,0.137,0.18,-3.13,-0.021,-0.004,0.0092,0.0098,-0.0025
25-Aug-02,0.085,0.093,0.07,0.089,0.082,0.12,-0.06,0,-0.001,-0.0102,0.0009,0.0032
18-Aug-02,0.019,-0.045,-0.17,-0.084,0.071,-0.08,1.17,-0.002,-0.003,-0.0293,-0.0095,-0.0077
11-Aug-02,-0.024,-0.023,0.04,-0.006,-0.158,-0.01,-2.03,0.003,0.002,0.0184,0.0119,0.0027
4-Aug-02,0.04,0.117,0.04,0.068,0.036,0.01,2.54,0.013,-0.01,-0.0145,-0.0145,-0.0101
28-Jul-02,0.035,0.084,0,0.095,0.056,0.06,-1.34,0.012,0.006,0.0453,0.0172,0.0032
21-Jul-02,-0.07,0.059,0.13,0.114,0.05,0.17,-0.01,0.002,-0.001,-0.004,-0.0012,-0.0028
14-Jul-02,0.025,0.021,0.08,0.03,0.061,0.01,-2.91,-0.043,0.026,0.0111,0.0257,0.0208
7-Jul-02,0.03,0.17,0.14,0.152,0.196,0.04,0.99,-0.01,-0.003,-0.0233,-0.0205,0.0027
30-Jun-02,-0.005,-0.088,-0.03,-0.077,-0.041,0.03,3.49,-0.011,0.001,-0.0313,-0.0188,-0.002
23-Jun-02,0.01,0.014,-0.09,0.02,-0.092,-0.08,-0.78,-0.004,0.001,0.0112,0.0195,0.0058
16-Jun-02,0.045,-0.004,0.01,0.009,0.011,0.03,1.53,0.002,0.011,-0.0362,-0.021,0.0109
9-Jun-02,-0.005,0.203,0.18,0.158,0.171,0.11,2.99,0.026,-0.015,-0.0202,-0.0247,-0.014
2-Jun-02,0.025,0.042,0.11,0.042,-0.02,0.03,0.25,-0.015,0.004,-0.0175,-0.0023,0.0111
26-May-02,0.03,-0.011,0.02,-0.011,0.072,0.04,-0.23,0.001,-0.007,-0.0055,-0.0099,-0.0041
19-May-02,-0.06,0.088,0.09,0.095,0.145,0.11,0.62,0,-0.01,0.0039,-0.0136,-0.0106
12-May-02,0,-0.081,-0.04,-0.065,-0.13,0.02,1.23,0.011,-0.006,-0.0005,0.0002,-0.004
5-May-02,0.015,-0.09,-0.15,-0.089,-0.028,-0.12,1.65,0.014,-0.011,0.0063,-0.0065,-0.0084
28-Apr-02,0.045,-0.031,0.07,-0.013,0.057,-0.01,-0.61,0.008,-0.004,0.0052,0.0033,-0.0047
21-Apr-02,-0.025,0.13,0.15,0.113,0.045,0.09,0.81,-0.004,0.002,-0.0105,-0.0155,0.0042
14-Apr-02,-0.011,-0.095,-0.01,-0.057,-0.051,0.09,2.51,0.01,-0.003,-0.011,-0.0096,-0.0035
7-Apr-02,-0.004,0.031,-0.01,-0.016,0.039,-0.12,1.62,0.013,-0.006,-0.0102,-0.012,-0.0061
31-Mar-02,0.015,0.093,0,0.109,0.132,0.03,-0.27,0.004,-0.005,-0.0044,-0.0012,-0.004
24-Mar-02,0.04,0.009,0.05,0.016,0.019,0.12,1.09,0.006,0.003,-0.0071,-0.0072,0.0032
17-Mar-02,0.03,-0.053,0.06,-0.029,-0.091,-0.04,0.08,-0.018,-0.003,-0.0003,0.0052,-0.0027
10-Mar-02,0.005,-0.037,-0.06,-0.048,-0.01,-0.06,-3.67,0.006,-0.001,-0.001,0.0054,-0.0053
3-Mar-02,0.05,-0.171,-0.37,-0.167,-0.272,-0.17,-0.67,0.003,-0.006,-0.0034,-0.0085,-0.0024
24-Feb-02,0.01,-0.111,-0.11,-0.093,-0.16,-0.05,4.88,0.005,-0.007,-0.003,-0.009,-0.0034
17-Feb-02,-0.03,-0.011,0.12,0,0.035,0.13,0.61,0.004,-0.006,0.0145,0.0108,-0.0072
10-Feb-02,0.01,0.024,-0.12,-0.008,-0.012,-0.15,-1.4,-0.006,0.005,-0.0012,-0.0023,0.0052
3-Feb-02,-0.005,-0.078,0.13,-0.038,0.111,0.04,2.03,0.008,-0.005,-0.0161,0.0001,-0.0071
27-Jan-02,-0.03,0.144,-0.05,0.114,0.065,-0.09,-1.57,-0.008,0,0.0024,-0.0114,-0.0014
20-Jan-02,-0.05,-0.16,-0.2,-0.162,-0.186,-0.12,1.3,0.02,0.007,-0.0081,0.004,0.0071
13-Jan-02,-0.025,0.05,-0.01,-0.011,-0.104,0.06,-1.82,0.004,-0.001,0.0277,0.0182,-0.0018
6-Jan-02,0.005,0.084,0.25,0.122,0.256,0.22,-0.47,-0.018,0,0.0118,0.0083,0.0057
30-Dec-01,-0.035,0.041,-0.01,0.063,0,0.01,-1.16,-0.002,0.006,-0.0032,0.0024,0.0001
23-Dec-01,-0.05,-0.138,-0.14,-0.116,-0.029,-0.08,0.19,-0.004,-0.014,0.0042,-0.0114,-0.0086
16-Dec-01,0.02,-0.077,-0.02,-0.128,0.149,-0.05,-1.6,-0.006,0.001,-0.0122,0.0044,-0.004
9-Dec-01,0.025,0.157,-0.11,0.106,-0.018,-0.09,-2.15,-0.024,0.001,0.0153,0.0148,0.0117
2-Dec-01,-0.005,-0.315,-0.12,-0.303,-0.325,-0.11,-1.82,0.014,-0.004,-0.0198,-0.0132,-0.0053
25-Nov-01,0,0.047,0.29,0.053,0.257,0.16,-2.13,-0.002,0.003,-0.0092,0.0069,0.0077
18-Nov-01,0.005,-0.025,-0.27,0.003,-0.078,-0.21,0.88,0.026,-0.007,-0.0139,-0.0184,-0.004
11-Nov-01,-0.04,-0.283,-0.51,-0.291,-0.525,-0.36,-1.36,-0.01,0.005,0.0169,0.0061,0.0047
4-Nov-01,-0.015,0.107,-0.01,0.015,0.153,0.06,-2.54,0.014,0.004,0.0292,0.01,-0.0083
28-Oct-01,0.02,0.191,0.25,0.153,0.123,0.22,1.31,-0.012,-0.004,0.0058,0.0081,-0.0057
21-Oct-01,0.034,0.099,0.07,0.137,0.147,0.1,1,-0.015,-0.003,-0.0255,-0.0091,-0.0058
14-Oct-01,0.021,0.067,0.08,0.052,0.108,0.15,-1.48,-0.002,0.004,-0.0034,0.006,0.0064
7-Oct-01,0.005,-0.108,-0.13,-0.033,-0.16,-0.13,-0.09,-0.012,-0.002,0.0197,0.0124,-0.0034
30-Sep-01,0.025,0.126,0.14,0.154,0.1,0.02,-0.6,-0.001,-0.001,0.0314,0.0069,0.0013
23-Sep-01,-0.02,0.021,0.06,0.092,-0.001,0.16,-0.97,0.017,-0.008,-0.0099,-0.0068,-0.0158
16-Sep-01,0.02,-0.105,-0.09,-0.12,-0.202,-0.19,-2.96,-0.008,-0.004,-0.0175,0.0032,-0.0065
9-Sep-01,0,0.107,0.24,0.042,0.155,0.21,0.78,-0.007,0.022,0.0153,0.0059,0.0303
2-Sep-01,-0.035,-0.056,-0.19,-0.029,0.078,-0.16,2.67,0.001,0.011,-0.0112,-0.0134,0.0043
26-Aug-01,0.015,0.06,0.14,0.09,0.111,0.12,-1.27,-0.014,0.005,-0.0072,0.005,0.0101
19-Aug-01,-0.065,-0.092,0.08,-0.118,-0.003,0.03,1.26,-0.012,0.002,-0.0108,0.0026,0.005
12-Aug-01,-0.01,0,-0.07,0.039,0.081,-0.15,0.22,0.004,-0.002,0.0024,0.0032,0.0013
5-Aug-01,0.055,0.228,0.34,0.1,0.194,0.19,1.76,-0.004,-0.014,-0.0222,-0.0249,-0.0226
29-Jul-01,-0.055,-0.005,0.07,0.004,-0.096,0.07,1.66,-0.01,-0.007,0.0062,-0.0089,0.0038
22-Jul-01,0.065,0.029,-0.21,0.057,0.067,-0.09,-0.17,0.002,-0.006,-0.0057,-0.0067,-0.0084
15-Jul-01,-0.075,0.093,0.27,0.119,0.147,0.16,-0.53,0.012,-0.003,0.004,-0.0066,-0.0029
8-Jul-01,-0.065,0.004,0.03,0.005,0.012,0,1.98,-0.007,-0.003,-0.0237,-0.0162,0.0025
1-Jul-01,-0.05,0.13,-0.15,0.02,0.021,-0.06,0.92,-0.014,-0.002,0.0078,-0.0074,0.001
24-Jun-01,-0.01,-0.18,-0.2,-0.185,-0.32,-0.14,-1.16,-0.008,0.001,0.004,0.0025,0.0023
17-Jun-01,0.01,0.01,-0.01,0.091,0.071,-0.03,-0.25,0.008,0.007,-0.0028,0.0073,0.0044
10-Jun-01,0.055,0.042,0.2,0.06,0.101,0.13,-1.55,0.002,0.003,-0.0098,0.0042,0.008
3-Jun-01,0,-0.029,-0.07,0.002,0.022,0.01,-1.95,-0.007,0.004,-0.0246,-0.0107,0.0013
27-May-01,0.03,0.106,0.13,0.129,0.17,0.07,-1.68,0.019,-0.011,0.04,-0.0031,-0.0164
20-May-01,-0.027,-0.125,-0.04,-0.131,-0.037,-0.13,1.36,0.009,0.015,0.0038,0.0135,0.0119
13-May-01,-0.006,-0.075,-0.27,-0.038,-0.035,-0.2,2.87,-0.012,0.004,0.0171,0.0202,0.0096
6-May-01,0.092,-0.042,-0.01,-0.069,-0.218,-0.01,-1,0.017,-0.006,-0.0206,-0.0061,-0.0085
29-Apr-01,-0.05,0.061,-0.08,0.015,0.064,0,-1.16,-0.015,-0.001,0.0203,0.0174,-0.0025
22-Apr-01,0.169,0.01,0.13,-0.006,-0.029,0.09,2.66,0.007,-0.009,0.0012,-0.0005,-0.0098
15-Apr-01,-0.033,-0.114,-0.2,-0.111,-0.124,-0.26,-1.47,0.003,-0.001,0.0008,0.01,0.0056
8-Apr-01,-0.15,-0.151,-0.16,-0.152,-0.183,-0.12,1.67,0.016,-0.005,-0.0023,-0.014,-0.0059
1-Apr-01,0,0.051,-0.18,-0.019,0.014,-0.15,-0.44,0.003,-0.001,0.001,0.016,-0.0107
25-Mar-01,-0.085,-0.175,-0.12,-0.07,-0.147,-0.03,2.47,0.012,-0.004,-0.0239,-0.0264,-0.013
18-Mar-01,-0.055,-0.033,-0.17,0.048,-0.063,-0.08,-3.57,-0.012,0.013,0.0084,0.0122,0.0112
11-Mar-01,0.09,0.198,0.1,0.054,0.097,0.03,0.29,0.004,0,0.0056,0.0076,-0.0017
4-Mar-01,0.01,-0.008,0.18,0.014,0.058,0.06,-3.43,-0.022,0.005,0.0396,0.0353,0.0142
25-Feb-01,0.205,0.141,0.1,0.097,0.104,0.12,-0.45,-0.003,0.015,0.0014,0.0018,0.0204
18-Feb-01,-0.035,-0.029,0.06,-0.013,0.009,0.01,-3.25,-0.007,-0.001,-0.0174,-0.0171,-0.0032
11-Feb-01,0.035,-0.109,-0.07,-0.048,-0.082,-0.05,-0.1,0.003,-0.006,-0.0092,-0.0045,0.0019
4-Feb-01,0.09,0.017,-0.08,0.016,0.056,-0.06,1.83,-0.029,0.007,-0.0013,0.0116,0.0084
28-Jan-01,-0.115,0.042,0.12,0.045,0.031,0.06,-1.92,-0.015,0.009,0.0273,0.0117,0.0162
21-Jan-01,0.055,0.035,-0.02,0.01,-0.03,-0.03,1.67,0.009,-0.009,-0.0095,-0.0122,-0.0085
14-Jan-01,0.045,-0.006,0.01,-0.022,0.024,-0.03,-0.17,0.008,0.01,0.0021,0.0098,0.0128
7-Jan-01,0.105,-0.137,0.02,-0.13,-0.134,-0.05,1.32,-0.012,-0.001,0.014,0.018,-0.0002
31-Dec-00,0.024,0.08,0.05,0.17,0.082,0.08,-1.88,-0.001,0.006,0.0258,0.006,0.0155
24-Dec-00,-0.089,0.062,-0.05,0.008,-0.093,-0.03,-2.27,-0.001,-0.009,-0.007,-0.0156,-0.0136
17-Dec-00,0.09,-0.037,0.05,0.003,0.105,0.1,-1.41,0.019,-0.002,-0.0176,-0.018,-0.0018
10-Dec-00,-0.06,0.018,0.1,0.074,-0.014,0.09,-0.32,0.003,-0.017,-0.0036,-0.0288,-0.0126
3-Dec-00,0.05,-0.043,0.19,0.041,0.137,0.15,-1.58,-0.004,0.004,-0.0278,-0.0093,0.0033
26-Nov-00,0.04,0.065,0.14,0.134,0.108,0.16,0.29,0.03,-0.011,-0.0037,-0.0076,-0.0099
19-Nov-00,0.09,0.153,-0.02,0.055,0.08,0.04,0.04,-0.008,-0.016,-0.0438,-0.0401,-0.0146
12-Nov-00,0.045,0.039,0.21,0.055,0.079,0.1,-2.49,0.019,0,0.0249,0.0103,-0.004
5-Nov-00,0.015,0.013,0.05,-0.02,0.044,0,-0.89,-0.015,-0.006,0.0012,0.0115,0
29-Oct-00,0.03,0.057,-0.01,0.021,-0.059,0,-0.9,-0.01,0.004,0.0232,0.0063,0.007
22-Oct-00,-0.016,-0.078,-0.04,-0.039,-0.129,0.06,1.6,-0.004,0.005,0.0065,-0.0271,-0.0028
15-Oct-00,0.006,-0.023,-0.01,0.016,0.031,-0.01,0.19,-0.018,-0.002,-0.0037,0.0025,0.0058
8-Oct-00,-0.03,0.109,0.1,0.051,0.041,0.08,-1.02,-0.004,-0.003,-0.001,0.0142,-0.0008
1-Oct-00,0.03,-0.009,0.03,-0.028,0.006,-0.02,1.01,-0.003,0.003,-0.0046,0.0122,0.005
24-Sep-00,0.02,0.086,-0.03,0.011,0.03,0.04,-0.74,0,0.006,0.0304,0.0154,0.0094
17-Sep-00,0,0.093,-0.1,0.022,0.004,-0.06,-0.15,-0.015,0.004,-0.0234,-0.0078,0.0015
10-Sep-00,-0.01,-0.051,0.03,-0.01,-0.083,-0.01,-0.83,-0.006,0.005,-0.0562,-0.0225,0.0005
3-Sep-00,0.075,-0.082,0.02,-0.075,-0.044,-0.03,-0.99,-0.006,0.002,0.0173,0.0126,0.0107
27-Aug-00,-0.06,0.025,0.11,0.043,0.117,-0.02,-0.13,-0.004,0.011,0.0501,0.0336,0.021
20-Aug-00,-0.095,0.012,0.06,-0.011,-0.007,-0.01,0.85,0.01,0.006,0.0054,0.0024,-0.0024
13-Aug-00,-0.065,-0.095,-0.12,-0.054,0.033,-0.01,1.56,-0.006,0.014,0.0205,0.0043,0.0166
6-Aug-00,-0.05,0.056,0.02,0.025,-0.065,0.02,0.12,0.008,-0.001,0.0122,-0.004,-0.0124
30-Jul-00,0,-0.016,0.01,0.021,0.165,0.04,0.09,0.005,0.007,0.002,0.0056,0.008
23-Jul-00,0.047,-0.077,-0.08,0.043,-0.036,-0.03,0.9,-0.012,0.001,-0.0012,0.0153,0.0017
16-Jul-00,-0.002,0.087,-0.01,0.068,0.035,0.03,-0.6,-0.007,0.004,0.014,0.0136,-0.0017
9-Jul-00,0.055,-0.117,0.06,-0.027,-0.075,0.05,-1.07,0.013,-0.001,-0.0162,0.0013,-0.0026
2-Jul-00,0,0.041,-0.01,-0.062,0.023,0.01,0.03,-0.004,0.001,0.013,0.0101,0.008
25-Jun-00,-0.07,0.11,0.08,0.01,0.174,0.13,-1.88,0.001,0.008,0.0034,0.0042,0.005
18-Jun-00,-0.065,-0.209,-0.08,-0.146,-0.201,-0.05,-1.22,0.003,0.002,-0.0166,-0.0166,-0.002
11-Jun-00,0.03,0.059,-0.07,0.066,0.136,-0.04,1.63,-0.017,0.007,0.0151,0.0288,0.0115
